Transaction_ID,User_ID,Date,Latitude,Longitude,Amount,Payment_Method,Fraud,Location
6e63d55d-8a43-40b6-8a8a-c2db7fe00dfa,4f1fbf5e-007e-4461-bba8-c9f53d6ad7be,2025-03-21 09:26:32,-23.61483892336367,-46.79898431110005,27337.21,Cryptocurrency,1,Brazil
8d3a8340-e7b6-49d8-910b-f276ce473741,e0493b32-cdf7-42ad-8a0c-8c587e8469dc,2025-03-26 11:51:41,19.094880239866704,-99.42361023241925,4266.09,Debit,0,Mexico
11bd09ad-a62c-4fcb-95aa-b6ea49eb1abe,82b2c8d6-5a61-427b-a521-1eddf2193885,2025-02-18 13:35:58,40.65530047663848,-74.29703569999627,4116.68,Credit Card,0,USA
dbba6454-cee4-4b0d-9ac3-bd2285895c8f,f5bf4081-6d6c-4a80-993f-5f38a5318254,2025-01-21 16:35:49,-12.058258904704578,-76.87006536820832,2135.71,Bank Transfer,0,Peru
04dc8d04-a0f2-49f4-947a-a3f5c2c2d670,29a3ddd2-b98c-4571-ae1b-45a545e96b47,2025-04-09 06:35:21,41.001422544384674,-73.50800672623977,2122.69,Bank Transfer,0,USA
bbcdc90a-2e97-4dc2-be4a-cc2e5c930c72,5721d9a3-3409-4063-93f4-312c86f5981a,2025-01-24 13:11:33,-12.080400947475292,-77.00925233685372,4553.7,Credit Card,0,Peru
23651ab3-9e6a-4cee-9abc-2d88200b3e61,10215805-697e-48bc-821c-e5c64dd544ec,2025-03-23 20:19:29,23.29712073675108,-82.19437948678114,4009.93,Bank Transfer,0,Cuba
7718e10c-bae5-4481-9dca-2073599de38c,f3e2f2d9-2dc7-41c2-95fd-6f16c2164e55,2025-01-07 17:33:02,-33.676790989786575,-70.70200599517084,2592.04,Bank Transfer,0,Chile
a57f4d5f-9321-4a58-91d2-61cedb2d17c4,e22ddec1-b30a-42d8-a6df-f2c8d5b09c86,2025-01-29 02:17:32,-33.776810365586506,-70.34276413474943,4139.98,Debit,0,Chile
fde0dcad-b57f-442a-879f-b4188af6ae89,40707555-1e22-470c-9692-18f57a7e6885,2025-04-07 10:19:57,-34.72821903064925,-58.22699341730167,2109.01,Credit Card,0,Argentina
6c6b9c80-8213-4f39-a7a5-8cd42f477459,60f75c3a-59a0-4cb0-a25b-08ab28b07c47,2025-01-13 13:23:56,-23.32211680986569,-46.505649881688434,3472.98,Debit,0,Brazil
e61b4e1c-4640-414a-81c7-c652f8cc7e98,fcea1a11-a04c-4420-b5de-a01bf3bbe712,2025-01-03 16:45:26,23.124032586788314,-82.73183583618592,640.34,Debit,0,Cuba
f05e6445-696f-4cef-bf94-127db5bf4cda,49ed71fc-0b00-49cf-b647-40a70cd9c8b6,2025-02-08 06:23:21,-33.44202436046643,-70.96167175425848,627.06,Debit,0,Chile
a5dc1e65-d280-4524-9564-12fec01edf6e,26ab4596-ceab-42d2-8032-e2665f5289b9,2025-03-31 18:30:07,23.405833309679714,-82.77206796931155,3451.1,Credit Card,0,Cuba
0313f22f-ee94-4970-b093-2e5cc6e31b58,a35d44af-86dc-47b1-abde-6afc42ee7f9f,2025-02-05 08:01:35,22.828664546826552,-81.90202804364195,1204.62,Debit,0,Cuba
4d16a108-785f-428c-b130-e12cc06bd8f6,1bbd561c-c52d-442a-a23d-211bd6d648e1,2025-01-10 09:35:53,-23.666965582015973,-47.06268971003428,3102.78,Cryptocurrency,0,Brazil
19965f18-2fac-4a2e-928b-c3261ac087c3,de0e8d80-7c6d-454f-8f87-2bd475252326,2025-01-14 19:37:45,5.035303907190184,-74.57081147291633,4013.09,Bank Transfer,1,Colombia
00cfd03c-6a6d-40d0-8bd8-06702ba62d64,4b836066-0506-4a9b-a057-fee507ab58c0,2025-02-22 07:59:57,-33.2262976473474,-70.91581057920438,4376.53,Credit Card,0,Chile
57fa8541-0efc-4b6e-bed6-2a5d388de48c,761e1786-3ad3-405c-a50f-d8966b5acd74,2025-03-09 04:33:24,23.051239382048447,-82.5595508918016,14.48,Cryptocurrency,0,Cuba
0fec2af7-b766-42e2-8133-975a73ea5f9c,5c10b0af-2173-40c8-b491-925d983ec993,2025-04-17 09:40:03,22.89224760387456,-82.72365477507401,1999.05,Credit Card,0,Cuba
84a57c00-8e6f-452e-89be-c616795f8fc8,509f163f-c66f-4cdd-9e07-057b3641fd3d,2025-01-16 08:21:58,22.629367975415448,-82.55322929260171,2983.69,Bank Transfer,0,Cuba
4cc079e3-f1b9-4a40-9c76-25d53040fab2,27a63114-6df1-4d5e-bc27-5451af36f308,2025-01-13 01:25:28,-23.610681189881337,-47.03324189806732,1914.24,Debit,0,Brazil
9278e5a3-e8b7-48c9-9180-3e7b872efabe,2b900175-9a67-44aa-b1d0-7d89639817ce,2025-03-18 12:45:46,-33.89593519527483,-71.05146581132895,4969.14,Credit Card,0,Chile
9cd3dcf6-fdcc-42b9-b3fb-40c2758d5cc1,e482b227-f638-43ae-bd68-b40e42271098,2025-02-08 02:48:19,-23.165710162577497,-47.10771957630799,391.67,Credit Card,0,Brazil
aacc9705-b5d1-4d09-8328-4991ab93036a,00ddb61e-dd8b-4133-9e92-0bfa2350b8d2,2025-01-21 21:47:18,4.651599182010732,-74.46582742699235,2214.65,Debit,0,Colombia
8eb5c29b-b889-4fbb-bab4-5dccf6c3811e,5ba8329d-a7a8-4009-b0bb-45504a20fee1,2025-04-09 09:34:14,40.63692776300765,-73.8605771360605,4896.33,Bank Transfer,0,USA
ae85363a-361b-4aba-9a02-c47f512c1494,40707555-1e22-470c-9692-18f57a7e6885,2025-04-01 23:28:05,-34.20651856734394,-58.64166428243251,4842.38,Debit,0,Argentina
b8f548f3-b82d-458f-ab0a-364661badb95,9015827f-404c-4fbc-b163-c5224cd43a33,2025-01-20 15:52:53,-12.326946293692354,-76.87112352090497,4981.92,Credit Card,0,Peru
6051c9bf-0a11-4e88-89c7-0587d14671bb,4ced1b8a-8c7e-44d9-905a-48feba990415,2025-03-20 19:18:42,22.671145776076937,-82.75278239321547,3177.47,Debit,0,Cuba
81da4b7c-8c07-4ecc-a9a3-5b4f879e13b8,ea51e5f7-0ae3-4537-a595-701f151bc123,2025-03-28 10:44:26,4.122472761869935,-74.40281021137602,25732.23,Credit Card,1,Colombia
44a8d5db-0198-48c4-ab36-2344d11930f5,b670b8b8-b0d1-4bf4-be87-e72359f5f7f7,2025-01-02 12:03:34,19.775621122290953,-99.20144605484076,9480.7,Bank Transfer,1,Mexico
457ddcc7-1504-42ca-8163-2abc536cd650,7f0a3c74-8ca8-4b81-a359-70872e99588e,2025-01-14 04:02:10,19.362451828927576,-99.18395905357106,4465.47,Credit Card,0,Mexico
f9471631-4571-4c07-b503-b9d5d940e51e,3f30f15b-3941-4bdb-9dc0-fc78b5b502fc,2025-01-21 13:53:22,-23.13339917650782,-46.53763589216883,596.14,Credit Card,0,Brazil
19d11600-7394-45bc-b4cd-dcd09e7fec18,95a0837b-1f02-4b0c-82b5-fe13c3d349d1,2025-02-07 02:54:04,4.838352977928798,-74.23451220834293,2402.83,Bank Transfer,0,Colombia
d0b5bf1b-0beb-4e74-b3e7-b99706f0f7ec,ee44748a-e218-4129-b104-fb2ace99b125,2025-03-27 17:25:53,4.693684718628357,-73.72181352090175,584.46,Debit,0,Colombia
0915da3d-9e2a-4aed-b14b-71026a9cabe3,3158a800-a6b5-4141-acac-00fcece55666,2025-03-08 11:43:04,-33.592518662433356,-71.03424265528903,3869.82,Bank Transfer,0,Chile
1b2107f7-26e7-4db4-941a-066b53553598,7aa4bade-fe13-4749-865c-0b3dc7f5dac0,2025-04-05 21:53:39,23.45043232568828,-82.02000493083936,3046.84,Credit Card,0,Cuba
0f6ba010-2ebc-42af-8a77-7c2893687bd9,9b5dbd55-57d0-4468-8780-f07970dc886f,2025-03-27 08:26:48,-34.78053006393641,-58.63936869845389,1425.83,Credit Card,0,Argentina
cf35d586-c152-47eb-8161-9cfa3b736f67,0b263b92-b394-48c6-b635-8e8150645a6b,2025-01-05 00:34:39,-23.363968028401256,-46.616380909043976,3535.4,Credit Card,0,Brazil
147201be-cdfb-4d88-9d45-9af784cee161,6f672e19-ea44-4852-a512-f294291f02bc,2025-02-17 04:06:53,-33.30923083571716,-71.09025959838888,263.84,Debit,0,Chile
3ba30b73-80bb-4778-975f-afa7742de7dd,29a3ddd2-b98c-4571-ae1b-45a545e96b47,2025-02-03 10:30:34,19.784745984530264,-99.35473652842165,4639.25,Bank Transfer,0,Mexico
ae1e63a7-73ea-46a8-b4b9-5aac11b3d1fa,f58f184f-5d59-4a36-b35d-0b1b72f46912,2025-04-01 23:42:40,-12.506593305908343,-77.08644726402525,2225.32,Debit,0,Peru
bb819ad4-1c04-475c-a216-640464f4d981,65820ec6-c732-45fd-af83-945a4fd8e6cd,2025-03-25 12:57:31,-32.97381163031381,-70.75078353850527,791.22,Credit Card,0,Chile
4bdcb4ca-30ef-42fe-b034-93dd381a9e07,2deb3bc4-3b94-4d43-98aa-0df112c14901,2025-03-02 17:56:22,4.616202017621566,-74.35840999516668,1812.14,Credit Card,0,Colombia
2cb41d4f-8db0-4c18-b12d-6519dd044138,baf6d36e-9cae-433e-af79-d3ff782c5099,2025-02-15 02:05:31,-33.16704523887854,-70.5422264036461,11475.31,Bank Transfer,1,Chile
a75a4fdc-d8b8-4bee-8fce-77e30117357d,34e7e27a-15da-43f6-81b0-cccbfded8031,2025-02-10 06:41:03,19.29965046629104,-99.54677097976527,680.71,Credit Card,0,Mexico
ea20d7a7-77db-42c1-9123-33d2e7202a4b,6f672e19-ea44-4852-a512-f294291f02bc,2025-03-12 06:46:20,-23.85806276161652,-46.57712866329997,912.28,Debit,0,Brazil
4dd41194-ce0e-4284-8196-6c0f63fccff1,15d6f732-9fb5-4f8b-95c8-d42a4ebb6f7e,2025-01-12 14:13:52,-12.52605793400776,-77.1509995105321,1248.54,Bank Transfer,0,Peru
ce74643d-52ae-45cd-b6e4-0f61f4ce3156,62b85b0e-dcee-4716-9b7c-8857e357c91d,2025-02-13 06:45:09,4.513500130032667,-74.07063426073915,162.53,Debit,0,Colombia
27c3c7d0-0616-4987-937b-ec8265a3c4f2,08400c08-1eba-49e6-ae13-a2f8ead48db7,2025-03-05 04:43:08,22.779917038993062,-81.96681494211708,3509.37,Bank Transfer,0,Cuba
a64058ea-8405-4b44-b7bc-c22cbe8095b6,1c7dc856-e778-4596-86b5-318c4ddab139,2025-01-10 03:21:43,-11.572251239062147,-77.2258506083379,1880.99,Debit,0,Peru
dc01346b-a67b-4948-9c81-cf4c113986e2,4042029f-0da1-456e-9a1b-6d836a75f2fa,2025-02-17 02:00:12,40.84915712365212,-73.82792119559838,1875.09,Debit,0,USA
46240caa-f991-44ff-a9fd-5865a1166362,0a4a7f0f-25bd-4aec-ac99-805128940f48,2025-04-10 08:27:35,19.56882552246602,-98.83533115531382,1988.43,Credit Card,0,Mexico
154c98ee-3073-478b-9d6c-c2a7458de183,719577d3-2f14-4437-a727-2e7e23516044,2025-02-10 17:44:42,4.852856930132792,-73.90524896844047,18295.17,Cryptocurrency,1,Colombia
2d084b5f-700c-43e4-bb32-a106457c6f6e,f17722d9-f752-4689-9cdd-a5150c3d18b7,2025-03-20 09:09:17,-12.344319351145087,-77.04330507595456,1124.25,Bank Transfer,0,Peru
2bf41120-87f1-4f55-b1fb-84d32ee8170a,dc66fc76-3efc-4f3a-9ba0-f130a024f806,2025-01-15 17:27:03,-12.519009060596217,-77.16229190937594,1324.34,Credit Card,0,Peru
88a56333-6922-4849-aba8-33edf361ab48,30589e07-e532-4eba-ab9b-68e0bf1df506,2025-01-19 12:36:27,40.89833874169649,-73.52034888550631,4915.75,Bank Transfer,0,USA
d790d900-9428-40eb-bf24-fa0995f96e0d,e71c999b-a093-474a-849b-b0354e58b1c3,2025-01-15 18:14:16,40.333576485583436,-73.79767014357793,1500.67,Credit Card,0,USA
60db370f-8321-475b-8f43-eadff548a6be,55d24b9d-b5cf-4582-9f4f-5c000143c806,2025-03-18 14:25:47,4.494741031206382,-73.94276061508903,26096.37,Credit Card,1,Colombia
550dc3eb-9167-4f28-a3d7-5a687e69df53,2c6660bf-fc29-4b15-9c66-c170ba467fb3,2025-01-12 19:11:20,-23.268084023520903,-46.17537098135759,2877.24,Debit,0,Brazil
7d8190e7-d92c-4762-b679-a22ecac75496,5fc60124-10b0-430b-beb0-3eb44298dc06,2025-03-13 15:20:00,-34.85607298573549,-58.789654066578585,1241.07,Credit Card,0,Argentina
537dcb03-55a7-479e-bb98-3f6a23d68ad9,484197e2-514c-422e-a05d-c001a56f2b3e,2025-02-11 07:26:32,-34.36609351374354,-58.65484806087119,4127.64,Credit Card,0,Argentina
3078dbc7-5bcd-4f0d-85fe-25d60536081c,3f30f15b-3941-4bdb-9dc0-fc78b5b502fc,2025-01-02 06:49:06,-33.16761179752907,-70.22675632290617,4213.15,Debit,0,Chile
0815abe9-adce-4882-bb5a-ac577e87a57f,d45ab927-fd25-4643-a9bc-8920b878cf51,2025-02-20 02:34:17,-11.721075554288552,-76.68764290085096,3021.92,Cryptocurrency,0,Peru
1d7be838-344c-4f15-ae21-409ffdb1a5ef,53f879dd-fe0c-4b34-9e65-7d2dbbe86718,2025-01-09 10:59:17,-12.03764405069936,-77.32361807016339,4524.05,Credit Card,0,Peru
4fdeb319-e42d-435a-bd89-5301d3786699,53f879dd-fe0c-4b34-9e65-7d2dbbe86718,2025-04-16 08:59:07,19.719320920668686,-99.59074469840225,2851.7,Credit Card,0,Mexico
044d62da-b32d-47d1-8db2-81789b0852ad,f5c0e227-db7e-4bec-8ec4-7598e674a4ed,2025-02-20 00:54:23,-11.655823120483376,-76.98601948095965,2372.58,Credit Card,0,Peru
bef6e4a5-e0d1-4609-9fc2-fbde13048c1a,65506b5a-a9d6-4b24-9cb1-dec889a3dba1,2025-03-13 14:53:04,40.294079357461364,-73.78589684542668,3336.51,Debit,0,USA
6aa04e52-312e-4bd6-8a77-89488409708b,bcebb950-e22a-40eb-8357-a2840bae90ee,2025-04-16 08:54:34,40.21353922182118,-74.33799540117654,4977.58,Credit Card,0,USA
256fac22-110d-413b-9174-f02d179fb928,810128bb-f97e-4277-98bb-32f3c04bee9c,2025-04-17 06:15:27,22.968393289351095,-82.09071868495448,491.53,Credit Card,0,Cuba
e9b3a5a5-9d84-4845-a6a8-c2d49d3bb437,3f2dbbff-1545-4d68-aa9b-ec494c1a1ae7,2025-03-29 20:19:35,19.684817813452955,-99.2294660138541,3292.43,Debit,0,Mexico
7f30fbaf-4259-4a0b-b83f-db6f523c237f,5e615049-fa9a-4ac9-979a-cf02c2d8f020,2025-02-07 17:03:28,40.7076542998088,-74.04896470909564,1245.04,Credit Card,0,USA
757742f4-18a2-489b-b0e4-cde818ef6769,94d48b7a-bc4c-48fe-bc3b-44a33587bbf4,2025-02-01 13:12:37,19.086508153469246,-99.42301911904592,1551.06,Debit,0,Mexico
3528d95a-de64-4463-ae3f-d072fbe93661,2ac0e559-7474-49e5-9395-49914e828488,2025-02-11 15:00:24,-34.422416427196126,-58.54706909728627,18273.01,Cryptocurrency,1,Argentina
d6280123-010a-4ebc-9b8a-b57a7e789e1f,67361a56-af7e-4594-8ceb-2dced07a1e81,2025-02-25 09:07:53,22.61816272040835,-82.12927206152506,4284.4,Debit,0,Cuba
090c0cfe-e477-47c2-af6d-8fc9faaa9c44,9ad15b1a-c6fd-4df8-a17d-2ab721d65397,2025-02-22 13:31:02,40.879760367261746,-74.11078466220887,22769.7,Cryptocurrency,1,USA
b0285ef9-a86f-46e7-af36-12b99a66e1c3,3158a800-a6b5-4141-acac-00fcece55666,2025-01-07 00:21:05,-33.286802231978065,-70.3448215236195,1057.51,Debit,0,Chile
c18e7338-ed36-4073-89a4-2420a767b5f4,9712fea6-5e72-42ac-a69f-3c339562188e,2025-01-08 19:35:39,-11.806453301799111,-76.77457481673541,3484.51,Bank Transfer,0,Peru
a4879f54-1888-4d8e-97d8-0b855a4d5054,74f6dae1-5d65-4e8a-98bd-956a0d204fc0,2025-01-15 15:51:58,-34.67919183918781,-58.042719209977214,4048.26,Credit Card,0,Argentina
e6cb65c9-e85c-4754-8c67-205fe99f76ac,ffad260a-9f26-43c5-b70a-9b028e55231e,2025-01-07 14:52:58,-35.04339483204347,-58.05991238269209,2918.49,Bank Transfer,0,Argentina
d0f4239b-1297-4743-af7a-b68021353ea9,6557b964-1134-4727-ae03-6073b690de1f,2025-04-10 03:44:11,-12.21856156429594,-77.03180409265761,4444.79,Debit,0,Peru
954c6936-a1d0-418a-a8e1-2ef051203e47,207d993c-af8e-49bd-8b47-a7abcf0460ca,2025-02-04 11:51:22,-12.378011462898748,-76.81715793421338,782.65,Credit Card,0,Peru
f9bbc052-4642-4fca-9606-ee1f60da030a,ae16fd36-0f7f-44ba-b787-a8be6cd6250b,2025-02-23 06:44:26,19.157786286744457,-98.72584289550802,378.31,Credit Card,0,Mexico
4938761b-8f59-4536-87e2-9774590fe599,b8575879-6231-4c8d-a7ec-d2b193f93dec,2025-01-01 20:09:46,19.367865294282552,-98.91921918357818,3019.44,Bank Transfer,0,Mexico
6d0d295e-72e2-4c0e-b4a8-050b7a985a40,e97a3185-b045-4720-a8df-e221ae612e56,2025-04-01 09:10:42,-33.016065185699745,-70.71066319443075,610.99,Debit,0,Chile
13ac74c1-9fc1-49e6-8df8-941c7384ad1a,207d993c-af8e-49bd-8b47-a7abcf0460ca,2025-01-27 18:58:06,-12.372919885349873,-76.72934138047862,4902.72,Credit Card,0,Peru
1dca5795-a067-4e61-95be-30de02e6fb6c,74e28143-bf76-4844-a7c5-c11923c830ee,2025-01-22 09:56:06,19.322097760801206,-99.49562174730671,979.83,Credit Card,0,Mexico
968daf83-a9f4-49dc-9e2c-0c98b5b0a9b3,59edb464-0e95-42a5-91af-bde455252ad5,2025-03-06 12:25:13,-23.349229787507426,-46.33983188493665,1910.27,Credit Card,0,Brazil
2a5ac590-0d68-4776-bdaa-0317a594c257,96e2f7b2-4d53-4dc3-bad5-bfcf60242297,2025-02-27 07:44:46,-33.3531240277979,-70.59757021248151,4374.01,Credit Card,0,Chile
cae35550-f3ca-4fc8-81c6-850a250d8ecc,b6aafbf8-7955-4213-8054-24c10b54b410,2025-02-21 09:51:24,4.110247402774295,-74.37285173769918,2555.91,Debit,0,Colombia
61d3285b-22d5-4868-aa02-bff59974d1e4,fb2a90ea-187b-4acc-912e-1cfb90fdc96e,2025-04-08 12:23:06,40.358910268294295,-74.45850190263674,2771.08,Credit Card,0,USA
aa97c06c-38b5-4fac-be72-5117b055d410,f999ad31-8621-424a-9ff7-57488f38c79c,2025-02-06 11:04:00,40.68135916938021,-73.71784246997632,3205.76,Bank Transfer,0,USA
485f18f1-d788-4c44-9887-2a2fcc9d72be,e7cf9079-019e-42f3-84fa-10de6b2e2f6b,2025-03-20 00:19:35,23.111484519472107,-82.16870038793384,3871.68,Debit,0,Cuba
380ac54b-ecb5-4cef-bc9c-9fd27014e13c,af23fb46-ecaf-419e-98fa-cc3f52b17474,2025-03-29 06:24:17,4.261371107788154,-73.81389408819125,517.16,Debit,0,Colombia
217fe035-f425-497d-9f0a-7fb36e7abf0b,ba289b44-a858-4ae1-a8a6-f35552e851ea,2025-04-12 14:54:08,-33.177945496961044,-70.30109304321465,3901.65,Debit,0,Chile
e17cceaa-bac8-4d45-99cb-a49439ed36e6,9015827f-404c-4fbc-b163-c5224cd43a33,2025-03-04 09:08:57,-11.948440149986554,-77.51971870411603,2048.97,Bank Transfer,0,Peru
16529cc6-665d-449b-8dc3-1913b83b91fc,707e3658-8e33-42b5-af45-cd6eb1d6f9c7,2025-03-08 23:32:26,22.795673927032695,-82.18053917702237,4402.74,Debit,0,Cuba
e65612ad-3901-4b8b-ae4f-a4de92832d9b,e4fc98bd-a948-4f19-8943-b5397caca166,2025-01-03 11:50:06,4.482383749471765,-73.86612011615459,4536.46,Debit,0,Colombia
2bb097a9-aee4-4ec7-930d-2dc23118fde7,0e20d0f7-fa8c-4a6f-a8f6-cc31e9d93823,2025-02-23 07:09:16,22.791077640948966,-82.06414203066144,1482.02,Debit,0,Cuba
f9af3598-a8b7-4b8d-bcdb-5cf63538fcf4,4639ccb7-3b8d-46dc-83cb-1866aa359732,2025-01-09 03:45:29,-11.77928561209706,-77.00052402096983,1484.37,Bank Transfer,0,Peru
9cb3e071-ce4c-4aa5-b8db-290d09bfb351,eecae573-3553-4ebb-95d1-8fe524ef78a4,2025-04-13 12:22:20,4.601359875057111,-74.50962906792368,3326.06,Credit Card,0,Colombia
f71efede-654d-4756-87ca-e6d475922033,9b5dbd55-57d0-4468-8780-f07970dc886f,2025-04-01 22:08:37,-34.27038154566222,-58.03902755678294,308.62,Credit Card,0,Argentina
fe39e0c0-1eda-4854-af55-867023c647c9,a615b636-a74d-40b8-9b69-4f8ebb4d5f75,2025-03-19 09:46:01,-33.897517370148506,-71.09334737729974,16.44,Credit Card,0,Chile
2238326d-c8ed-40dc-a745-85719bbcd17e,d8afda71-a1f3-4394-b9bf-82cc0b74af37,2025-01-13 18:54:40,4.807850349796663,-74.48180184810562,4202.42,Bank Transfer,0,Colombia
7baea8a2-d1b1-42bc-bc47-388a1fc7e1d5,3f9338b1-8900-4cca-b844-58fa2abdd2f7,2025-02-25 13:45:45,-23.2040010094708,-46.80619348860842,3991.14,Credit Card,0,Brazil
7baa0eac-1b84-475e-af08-ddcd4677c121,2cca929d-67c5-459c-af2c-43d2d6073a7a,2025-01-30 04:40:55,-23.460285926016375,-46.97879384489742,1844.29,Debit,0,Brazil
67771fd7-1c79-43e1-958d-590083a76a3c,9d7817fc-ec2d-47f9-8886-a907cbe5aca8,2025-03-10 02:57:46,-34.2653274387874,-58.623661160298646,935.82,Credit Card,0,Argentina
78cbf618-6f28-428f-bc9e-9f79d9e9598a,0b263b92-b394-48c6-b635-8e8150645a6b,2025-04-03 02:26:47,22.90724224409906,-82.07375884375203,1097.8,Credit Card,0,Cuba
27cd5880-e21c-4b77-adb0-5242a9814dde,3f30f15b-3941-4bdb-9dc0-fc78b5b502fc,2025-03-17 17:09:49,-11.989300237294687,-76.59871060142561,2182.44,Debit,0,Peru
722d4da8-9115-4570-ad85-d4cfc05e1fcb,40707555-1e22-470c-9692-18f57a7e6885,2025-03-28 00:10:21,23.60818791664065,-82.72441102211737,2801.69,Debit,0,Cuba
2479355e-8297-4786-86f8-0447b7233a6b,61543bf4-adac-4f40-8ae0-79cc28f1822a,2025-02-12 19:22:43,-34.911142912889986,-58.21530993518502,3295.49,Debit,0,Argentina
e1454804-e580-4f24-9087-c3ea9632d2b5,eecae573-3553-4ebb-95d1-8fe524ef78a4,2025-01-09 02:15:57,-12.525167187085742,-77.15135728444406,1527.27,Credit Card,0,Peru
